version,timestamp,userId,userName,operation,operationParameters,job,notebook,clusterId,readVersion,isolationLevel,isBlindAppend,operationMetrics,userMetadata
119,2023-12-13T10:50:33.000+0000,3752187686748374,[REDACTED],WRITE,"{""mode"":""Overwrite"",""partitionBy"":""[\""id_period_end_date\"",\""id_scenario_version\""]"",""predicate"":""(id_period_end_date='20220131' AND id_scenario_version='5') OR (id_period_end_date='20220430' AND id_scenario_version='6') OR (id_period_end_date='20220430' AND id_scenario_version='7') OR (id_period_end_date='20221031' AND id_scenario_version='6') OR (id_period_end_date='20220831' AND id_scenario_version='5') OR (id_period_end_date='20220131' AND id_scenario_version='0') OR (id_period_end_date='20220731' AND id_scenario_version='5') OR (id_period_end_date='20221031' AND id_scenario_version='5') OR (id_period_end_date='20220930' AND id_scenario_version='5') OR (id_period_end_date='20220831' AND id_scenario_version='7') OR (id_period_end_date='20220331' AND id_scenario_version='7') OR (id_period_end_date='20220930' AND id_scenario_version='6') OR (id_period_end_date='20220131' AND id_scenario_version='7') OR (id_period_end_date='20221130' AND id_scenario_version='6') OR (id_period_end_date='20220331' AND id_scenario_version='0') OR (id_period_end_date='20220430' AND id_scenario_version='5') OR (id_period_end_date='20220531' AND id_scenario_version='5') OR (id_period_end_date='20221130' AND id_scenario_version='7') OR (id_period_end_date='20220630' AND id_scenario_version='5') OR (id_period_end_date='20221231' AND id_scenario_version='7') OR (id_period_end_date='20220228' AND id_scenario_version='7') OR (id_period_end_date='20220131' AND id_scenario_version='6') OR (id_period_end_date='20220731' AND id_scenario_version='6') OR (id_period_end_date='20220630' AND id_scenario_version='6') OR (id_period_end_date='20220228' AND id_scenario_version='5') OR (id_period_end_date='20220831' AND id_scenario_version='6') OR (id_period_end_date='20221231' AND id_scenario_version='6') OR (id_period_end_date='20220531' AND id_scenario_version='6') OR (id_period_end_date='20221130' AND id_scenario_version='5') OR (id_period_end_date='20220630' AND id_scenario_version='7') OR (id_period_end_date='20220531' AND id_scenario_version='7') OR (id_period_end_date='20220228' AND id_scenario_version='0') OR (id_period_end_date='20220228' AND id_scenario_version='6') OR (id_period_end_date='20230131' AND id_scenario_version='15') OR (id_period_end_date='20220731' AND id_scenario_version='7') OR (id_period_end_date='20221231' AND id_scenario_version='5') OR (id_period_end_date='20220331' AND id_scenario_version='6') OR (id_period_end_date='20220331' AND id_scenario_version='5') OR (id_period_end_date='20221031' AND id_scenario_version='7') OR (id_period_end_date='20220930' AND id_scenario_version='7')""}","{""jobId"":""158460645542891"",""jobName"":""ADF_elx-a2-df-01-sr-prd_aaro_databricks_template_Notebook1_34798548-d927-49ed-8861-0dd1a4f75eb0"",""runId"":""444663713275995"",""jobOwnerId"":""3752187686748374"",""triggerType"":""manual""}","{""notebookId"":""2836153969401949""}",1213-104605-qrsfblxd,118,WriteSerializable,false,"{""numFiles"":""40"",""numOutputRows"":""1504335"",""numOutputBytes"":""29709380""}",null
118,2023-12-13T06:49:55.000+0000,3752187686748374,[REDACTED],WRITE,"{""mode"":""Overwrite"",""partitionBy"":""[\""id_period_end_date\"",\""id_scenario_version\""]"",""predicate"":""(id_period_end_date='20231130' AND id_scenario_version='0')""}","{""jobId"":""92679277960437"",""jobName"":""ADF_elx-a2-df-01-sr-prd_aaro_databricks_template_Notebook1_209c1857-323b-44c2-b8d1-a35641ab1993"",""runId"":""1063349611567688"",""jobOwnerId"":""3752187686748374"",""triggerType"":""manual""}","{""notebookId"":""2836153969401949""}",1213-064630-slyj3q2i,117,WriteSerializable,false,"{""numFiles"":""1"",""numOutputRows"":""522304"",""numOutputBytes"":""10337091""}",null
117,2023-12-13T02:50:57.000+0000,3752187686748374,[REDACTED],WRITE,"{""mode"":""Overwrite"",""partitionBy"":""[\""id_period_end_date\"",\""id_scenario_version\""]"",""predicate"":""(id_period_end_date='20231130' AND id_scenario_version='0')""}","{""jobId"":""567036929989517"",""jobName"":""ADF_elx-a2-df-01-sr-prd_aaro_databricks_template_Notebook1_e62af1ec-e42e-4803-b399-a55bada2fdc2"",""runId"":""319089132465885"",""jobOwnerId"":""3752187686748374"",""triggerType"":""manual""}","{""notebookId"":""2836153969401949""}",1213-024703-b66oc885,116,WriteSerializable,false,"{""numFiles"":""1"",""numOutputRows"":""522304"",""numOutputBytes"":""10337220""}",null
116,2023-12-12T14:40:22.000+0000,3752187686748374,[REDACTED],WRITE,"{""mode"":""Overwrite"",""partitionBy"":""[\""id_period_end_date\"",\""id_scenario_version\""]"",""predicate"":""(id_period_end_date='20231130' AND id_scenario_version='0')""}","{""jobId"":""708382652844005"",""jobName"":""ADF_elx-a2-df-01-sr-prd_aaro_databricks_template_Notebook1_a91d6192-c0a0-4eb7-b0a7-0413e03524d2"",""runId"":""204755035778707"",""jobOwnerId"":""3752187686748374"",""triggerType"":""manual""}","{""notebookId"":""2836153969401949""}",1212-143329-i61la3ro,115,WriteSerializable,false,"{""numFiles"":""1"",""numOutputRows"":""522304"",""numOutputBytes"":""10337318""}",null
115,2023-12-12T13:43:14.000+0000,3752187686748374,[REDACTED],WRITE,"{""mode"":""Overwrite"",""partitionBy"":""[\""id_period_end_date\"",\""id_scenario_version\""]"",""predicate"":""(id_period_end_date='20231130' AND id_scenario_version='0') OR (id_period_end_date='20230131' AND id_scenario_version='15')""}","{""jobId"":""703211675353230"",""jobName"":""ADF_elx-a2-df-01-sr-prd_aaro_databricks_template_Notebook1_4d7f987a-85b2-43ec-be72-492310f96861"",""runId"":""560295654947204"",""jobOwnerId"":""3752187686748374"",""triggerType"":""manual""}","{""notebookId"":""2836153969401949""}",1212-133951-oghe61qc,114,WriteSerializable,false,"{""numFiles"":""2"",""numOutputRows"":""523920"",""numOutputBytes"":""10359347""}",null
114,2023-12-12T11:30:02.000+0000,3752187686748374,[REDACTED],WRITE,"{""mode"":""Overwrite"",""partitionBy"":""[\""id_period_end_date\"",\""id_scenario_version\""]"",""predicate"":""(id_period_end_date='20231130' AND id_scenario_version='0') OR (id_period_end_date='20230131' AND id_scenario_version='15')""}","{""jobId"":""232666050793532"",""jobName"":""ADF_elx-a2-df-01-sr-prd_aaro_databricks_template_Notebook1_84183ff2-60b8-4f75-a1bb-d256e22c55a4"",""runId"":""278522582732332"",""jobOwnerId"":""3752187686748374"",""triggerType"":""manual""}","{""notebookId"":""2836153969401949""}",1212-112303-72hbmshp,113,WriteSerializable,false,"{""numFiles"":""2"",""numOutputRows"":""523916"",""numOutputBytes"":""10357639""}",null
113,2023-12-12T07:48:52.000+0000,3752187686748374,[REDACTED],WRITE,"{""mode"":""Overwrite"",""partitionBy"":""[\""id_period_end_date\"",\""id_scenario_version\""]"",""predicate"":""(id_period_end_date='20231130' AND id_scenario_version='0') OR (id_period_end_date='20230131' AND id_scenario_version='15')""}","{""jobId"":""550153050296048"",""jobName"":""ADF_elx-a2-df-01-sr-prd_aaro_databricks_template_Notebook1_a9c14e1c-5c37-4399-9ab1-1a03240fe2f6"",""runId"":""933633616208784"",""jobOwnerId"":""3752187686748374"",""triggerType"":""manual""}","{""notebookId"":""2836153969401949""}",1212-074438-uhxwhn2h,112,WriteSerializable,false,"{""numFiles"":""2"",""numOutputRows"":""523916"",""numOutputBytes"":""10356878""}",null
112,2023-12-11T14:17:49.000+0000,3752187686748374,[REDACTED],WRITE,"{""mode"":""Overwrite"",""partitionBy"":""[\""id_period_end_date\"",\""id_scenario_version\""]"",""predicate"":""(id_period_end_date='20231130' AND id_scenario_version='0')""}","{""jobId"":""522285564287171"",""jobName"":""ADF_elx-a2-df-01-sr-prd_aaro_databricks_template_Notebook1_44ef0ce9-75dc-467e-879c-a7769391afd8"",""runId"":""1121154374505643"",""jobOwnerId"":""3752187686748374"",""triggerType"":""manual""}","{""notebookId"":""2836153969401949""}",1211-141355-jathoy4g,111,WriteSerializable,false,"{""numFiles"":""1"",""numOutputRows"":""522340"",""numOutputBytes"":""10331463""}",null
111,2023-12-11T11:13:55.000+0000,3752187686748374,[REDACTED],WRITE,"{""mode"":""Overwrite"",""partitionBy"":""[\""id_period_end_date\"",\""id_scenario_version\""]"",""predicate"":""(id_period_end_date='20231130' AND id_scenario_version='0')""}","{""jobId"":""254070091064334"",""jobName"":""ADF_elx-a2-df-01-sr-prd_aaro_databricks_template_Notebook1_4e6a2500-718d-4afe-98d7-405287596944"",""runId"":""497320539786115"",""jobOwnerId"":""3752187686748374"",""triggerType"":""manual""}","{""notebookId"":""2836153969401949""}",1211-111040-2urr9hyi,110,WriteSerializable,false,"{""numFiles"":""1"",""numOutputRows"":""522340"",""numOutputBytes"":""10336765""}",null
110,2023-12-11T07:15:17.000+0000,3752187686748374,[REDACTED],WRITE,"{""mode"":""Overwrite"",""partitionBy"":""[\""id_period_end_date\"",\""id_scenario_version\""]"",""predicate"":""(id_period_end_date='20231130' AND id_scenario_version='0')""}","{""jobId"":""1010953689107376"",""jobName"":""ADF_elx-a2-df-01-sr-prd_aaro_databricks_template_Notebook1_0fc7b56a-3703-423e-841d-a9ba1abd37c4"",""runId"":""347091098430111"",""jobOwnerId"":""3752187686748374"",""triggerType"":""manual""}","{""notebookId"":""2836153969401949""}",1211-071105-zgf5b9qm,109,WriteSerializable,false,"{""numFiles"":""1"",""numOutputRows"":""522366"",""numOutputBytes"":""10333236""}",null
109,2023-12-11T03:09:21.000+0000,3752187686748374,[REDACTED],WRITE,"{""mode"":""Overwrite"",""partitionBy"":""[\""id_period_end_date\"",\""id_scenario_version\""]"",""predicate"":""(id_period_end_date='20231130' AND id_scenario_version='0')""}","{""jobId"":""478208065907473"",""jobName"":""ADF_elx-a2-df-01-sr-prd_aaro_databricks_template_Notebook1_b94108fa-4627-4762-a671-d6c541816711"",""runId"":""641598523968952"",""jobOwnerId"":""3752187686748374"",""triggerType"":""manual""}","{""notebookId"":""2836153969401949""}",1211-030602-kzlrei6m,108,WriteSerializable,false,"{""numFiles"":""1"",""numOutputRows"":""522366"",""numOutputBytes"":""10337226""}",null
108,2023-12-10T14:17:40.000+0000,3752187686748374,[REDACTED],WRITE,"{""mode"":""Overwrite"",""partitionBy"":""[\""id_period_end_date\"",\""id_scenario_version\""]"",""predicate"":""(id_period_end_date='20231130' AND id_scenario_version='0')""}","{""jobId"":""644302374370338"",""jobName"":""ADF_elx-a2-df-01-sr-prd_aaro_databricks_template_Notebook1_11f654d5-32a5-4e0a-84ce-281081e4dd11"",""runId"":""1048398980429218"",""jobOwnerId"":""3752187686748374"",""triggerType"":""manual""}","{""notebookId"":""2836153969401949""}",1210-141204-o2c6khn6,107,WriteSerializable,false,"{""numFiles"":""1"",""numOutputRows"":""522402"",""numOutputBytes"":""10338931""}",null
107,2023-12-10T11:15:36.000+0000,3752187686748374,[REDACTED],WRITE,"{""mode"":""Overwrite"",""partitionBy"":""[\""id_period_end_date\"",\""id_scenario_version\""]"",""predicate"":""(id_period_end_date='20231130' AND id_scenario_version='0')""}","{""jobId"":""40742964091747"",""jobName"":""ADF_elx-a2-df-01-sr-prd_aaro_databricks_template_Notebook1_3b69efbf-de7f-4f8f-a4f9-d3b2b9782410"",""runId"":""601134020322642"",""jobOwnerId"":""3752187686748374"",""triggerType"":""manual""}","{""notebookId"":""2836153969401949""}",1210-111031-fzm60091,106,WriteSerializable,false,"{""numFiles"":""1"",""numOutputRows"":""522402"",""numOutputBytes"":""10339904""}",null
106,2023-12-10T07:18:02.000+0000,3752187686748374,[REDACTED],WRITE,"{""mode"":""Overwrite"",""partitionBy"":""[\""id_period_end_date\"",\""id_scenario_version\""]"",""predicate"":""(id_period_end_date='20231130' AND id_scenario_version='0')""}","{""jobId"":""33450501923828"",""jobName"":""ADF_elx-a2-df-01-sr-prd_aaro_databricks_template_Notebook1_a59bac90-4c76-456b-bbb3-403ecd93a1e8"",""runId"":""82109174235490"",""jobOwnerId"":""3752187686748374"",""triggerType"":""manual""}","{""notebookId"":""2836153969401949""}",1210-071417-3jrfmal3,105,WriteSerializable,false,"{""numFiles"":""1"",""numOutputRows"":""522402"",""numOutputBytes"":""10339762""}",null
105,2023-12-10T03:12:45.000+0000,3752187686748374,[REDACTED],WRITE,"{""mode"":""Overwrite"",""partitionBy"":""[\""id_period_end_date\"",\""id_scenario_version\""]"",""predicate"":""(id_period_end_date='20231130' AND id_scenario_version='0')""}","{""jobId"":""1006385485212838"",""jobName"":""ADF_elx-a2-df-01-sr-prd_aaro_databricks_template_Notebook1_567ee8ac-66c1-4dff-9074-8fc19ecaae87"",""runId"":""568085031556843"",""jobOwnerId"":""3752187686748374"",""triggerType"":""manual""}","{""notebookId"":""2836153969401949""}",1210-030922-b1rlu8zd,104,WriteSerializable,false,"{""numFiles"":""1"",""numOutputRows"":""522402"",""numOutputBytes"":""10339656""}",null
